,gene_length
AT5G04030,231.0
AT3G33157,2324.0
AT2G42230,2653.0
AT5G41280,1572.0
AT2G24610,3693.0
AT4G09589,658.0
AT2G21185,612.0
AT5G06645,692.0
AT4G22105,598.0
AT1G48285,551.0
AT1G02880,1834.5
AT2G30985,485.0
AT1G23260,1813.0
AT2G20590,2167.0
AT2G29380,1676.0
AT1G55130,2917.0
AT5G59080,3582.5
AT1G26795,574.0
AT5G05930,3439.0
AT3G05620,2331.0
AT1G28400,1758.0
AT5G62880,2294.5
AT3G46790,2365.0
AT3G26030,2611.0
AT1G80220,768.0
AT1G09340,3202.0
AT2G27680,2345.0
AT2G44050,2021.0
AT4G26590,3173.0
AT1G74385,246.0
AT3G26180,1976.0
AT4G33495,1893.0
AT5G06860,1238.0
AT5G25630,2485.0
AT1G43790,783.0
AT5G46195,636.0
AT1G80140,1570.0
AT2G11770,6420.0
AT4G15850,3561.0
AT3G15520,3006.5
AT2G10450,469.0
AT1G79720,1919.0
AT5G55620,981.0
AT1G42510,3828.0
AT1G34200,1895.0
AT4G19275,1375.0
AT1G27570,6839.0
AT2G15730,2729.0
AT4G08640,862.0
AT5G32702,2673.0
AT1G48790,4135.0
AT4G07490,1909.0
AT1G63700,4947.0
AT1G32490,7753.5
AT3G17640,1790.0
AT4G16165,554.0
AT4G31300,2413.0
AT4G32160,4855.0
AT5G51820,5030.0
AT3G29767,2672.0
AT1G71120,1416.0
AT1G17410,1558.0
ATCG00750,417.0
AT5G24290,2623.0
AT5G11790,3809.0
AT4G12825,422.0
AT3G23150,3290.5
AT4G14480,1959.0
AT3G18170,1851.0
AT4G15910,1216.0
AT2G46140,1647.0
AT3G54460,5314.5
AT4G06605,5721.0
AT2G28290,16714.5
AT2G12550,3950.0
AT2G44850,1971.0
AT3G63230,598.0
AT4G12910,2808.0
AT4G01670,1452.0
AT4G18710,4104.0
AT1G57680,2391.0
AT3G59760,3190.0
AT3G49765,441.0
AT5G04090,2863.0
AT1G35990,5318.0
AT2G23760,5304.5
AT5G40790,1236.0
AT2G36030,213.0
AT3G17675,607.0
AT1G49405,1149.0
AT1G78520,907.0
AT1G08735,3352.0
AT1G10790,1584.0
AT5G48760,1647.0
AT3G28922,316.0
AT3G28140,1037.5
AT1G70680,1292.0
AT5G28605,3054.0
AT5G02320,3312.0
AT5G19490,1999.0
AT1G75220,4109.0
AT2G45870,1944.0
AT1G41600,2814.0
AT2G06060,1691.0
AT5G14100,2406.0
AT1G50040,1974.0
AT1G21510,1434.0
AT2G09956,1236.0
AT2G03670,2962.5
AT5G36240,953.0
AT3G53140,1900.0
AT1G66190,1258.0
AT4G39870,2599.5
AT3G57940,6645.5
AT1G60960,1990.0
AT5G50540,962.0
AT3G27110,1779.0
ATCG00550,123.0
AT1G42525,1859.0
AT1G71870,2962.0
AT2G27780,1107.0
AT3G04500,2146.0
AT3G17620,1249.0
AT1G55152,885.0
AT2G32645,1677.0
AT4G33585,811.0
AT1G65360,897.0
AT5G44060,1294.0
AT2G19420,2183.0
AT1G29465,1377.0
AT5G18300,444.0
AT1G64630,2821.0
AT4G07519,759.0
AT1G13605,578.0
AT1G24577,748.0
AT4G01170,1335.0
AT2G30920,3303.5
AT4G04590,1740.0
AT4G33110,2322.0
AT4G37850,1731.5
AT4G08380,1314.0
AT4G29450,3878.0
AT4G33910,2281.0
AT4G14245,1408.0
AT1G62910,2194.0
AT2G34670,3183.0
AT2G22780,2860.0
AT4G16215,590.0
AT3G33081,1992.0
AT4G12030,2570.0
AT5G33427,1848.0
AT3G16730,3847.0
AT3G22780,3703.0
AT3G30587,2664.0
AT5G39930,2315.0
AT1G28000,1290.0
AT2G34440,1064.0
AT3G05880,1428.0
AT1G17840,4120.0
AT2G31820,3583.0
AT5G53045,1269.0
AT1G49880,2088.0
AT5G45600,1953.0
AT3G58820,2149.0
AT3G13810,3150.0
AT4G23950,2443.5
AT5G26955,412.0
AT3G15080,2351.0
AT3G45800,1653.0
AT2G25830,3188.0
AT4G29520,1879.0
AT5G61840,2967.0
AT3G17650,3170.0
AT5G64860,3707.0
AT4G28210,1552.0
AT3G05270,3044.0
AT2G46850,2419.0
AT4G27780,2362.5
AT5G14590,3529.0
AT2G36650,1423.0
AT2G19700,695.0
AT2G07490,1301.0
AT4G15570,6232.5
AT3G61640,984.0
AT5G47175,444.0
AT4G21240,1254.0
AT1G57720,2854.0
AT4G20140,4350.0
AT1G44970,1779.0
AT2G24870,1047.0
AT4G38405,141.0
AT4G00872,731.0
AT3G14820,1516.0
AT4G29990,4347.0
AT1G13200,1308.0
AT1G70895,1820.0
AT3G58600,2778.0
AT4G15563,2144.5
AT1G72440,5844.0
AT5G48000,3243.0
AT2G19310,1108.0
AT4G27390,1636.0
AT5G19690,6295.5
AT5G15520,1734.0
AT4G03580,2107.0
AT1G47389,812.0
AT2G28580,3651.0
AT5G43401,516.0
AT1G41660,2808.0
AT2G46735,952.0
AT5G45110,2797.5
AT5G52700,1376.0
AT3G30831,3768.0
AT2G35630,14157.5
AT2G37590,1720.0
AT3G57160,960.0
AT3G60600,2309.0
AT5G23090,1481.0
AT3G44635,973.0
AT1G51310,2868.0
AT2G43950,2438.5
AT1G49530,1261.0
AT1G28265,276.0
AT2G38310,1439.0
AT3G11230,1888.5
AT1G46840,1522.0
AT4G07515,554.0
AT1G35745,1771.0
AT3G28720,2473.0
AT5G64680,1345.0
AT1G73875,3915.0
AT4G24980,1580.0
AT5G40220,975.0
AT1G53370,1131.0
AT2G05760,3150.0
AT5G07740,8604.0
AT5G55110,943.0
AT1G78890,1934.0
AT1G61620,1969.0
AT1G09770,3785.0
AT5G55450,970.0
AT1G14910,4018.5
AT2G02140,918.0
AT4G18420,550.0
AT2G07795,1157.0
AT3G12280,5859.5
AT5G38130,1554.0
AT1G32840,3150.0
AT2G10170,2991.0
AT4G34700,2297.0
AT1G51980,3699.5
AT4G35630,1664.0
AT2G40370,2821.0
AT3G61110,1385.0
AT3G28700,2619.0
AT4G16820,1914.0
AT4G01780,1937.0
AT5G56140,3236.0
AT2G22680,2386.0
AT5G48660,1945.5
AT5G65060,4104.0
AT1G52640,1744.0
AT2G41250,2192.0
AT5G19590,1735.0
AT1G80980,2099.0
AT5G63340,781.0
AT1G42070,1475.0
AT2G18580,1217.0
AT4G08264,1437.0
AT4G18320,1395.5
AT1G70520,2900.0
AT2G39840,2197.0
AT3G28855,688.0
AT1G74270,1367.0
AT1G34046,853.0
AT5G44930,1930.0
AT2G15460,1714.0
AT3G20210,2397.0
AT1G29670,2118.5
AT5G13420,2524.0
AT3G22961,958.0
AT2G22720,3423.5
AT1G55335,364.0
AT5G38160,442.0
AT3G06730,2002.0
AT5G01780,2182.0
AT3G57230,3651.0
AT3G21860,724.0
AT3G55600,2146.0
AT1G70290,3874.0
AT3G01420,3456.0
AT2G42600,4762.0
AT5G16180,3219.0
AT5G48860,1215.0
AT1G21480,2559.5
AT4G00940,1712.0
AT2G09960,3195.0
AT4G22140,2411.0
AT4G26780,2020.0
AT5G51360,360.0
AT3G47570,3535.0
AT3G14130,2379.0
AT5G37570,2418.0
AT1G12310,1581.0
AT1G01370,2554.0
AT1G80490,6275.0
AT4G02560,4993.5
AT1G70450,1984.0
AT1G48725,1369.0
AT2G20650,3839.5
AT1G43666,663.0
AT5G22970,551.0
AT4G16340,13322.5
AT1G65570,2022.0
AT2G15640,1818.0
AT1G26240,1773.0
AT5G10520,2803.5
AT3G01230,781.0
AT2G45170,1449.0
AT1G43560,1902.0
AT3G06080,3398.0
AT4G25000,2051.0
AT1G56200,1366.5
AT1G42360,1851.0
AT1G73165,829.0
AT4G07521,672.0
AT1G15200,2885.0
AT5G31999,2070.0
AT3G11670,3473.5
AT1G05350,3732.0
AT1G60870,1557.0
AT1G52695,2224.0
AT5G62990,2071.0
AT5G39775,602.0
AT1G69180,1792.0
AT5G66820,2238.0
AT5G59430,3631.0
AT1G79070,1545.0
AT3G18500,2963.5
AT1G01860,1689.0
AT5G46915,1784.0
AT4G15390,1685.0
AT3G07550,1806.0
AT5G58800,1387.5
AT4G02190,1980.0
AT1G06350,1615.0
AT5G13560,6136.0
AT1G22870,5184.5
AT1G43080,1834.0
AT4G35080,1988.0
AT2G04200,2368.0
AT2G26020,683.0
AT2G31141,809.0
AT2G24720,3512.0
AT2G42550,1035.0
AT1G53170,1063.0
AT5G51880,1691.0
AT4G36280,4123.0
AT3G49380,1862.0
AT1G80590,1059.0
AT4G06519,1938.0
AT2G18860,2065.0
AT3G47160,2128.0
AT4G19003,1948.0
AT5G36223,2865.0
AT3G06490,3335.0
AT2G30780,2469.5
AT1G45474,1397.0
AT3G43521,723.0
AT1G74340,2285.5
AT4G21830,1121.5
AT5G13910,1120.0
AT4G26230,1055.0
AT5G38510,2837.0
AT3G01160,3018.0
AT5G28290,3965.0
AT5G32591,1524.0
AT3G22085,1593.0
AT2G31110,3888.0
AT5G47670,1392.0
AT3G17360,10660.0
AT3G19035,105.0
AT4G11485,964.0
AT4G06742,1848.0
AT1G28650,1744.0
AT1G23970,1879.0
AT1G62400,2123.0
AT2G02498,445.0
AT1G54710,3884.5
AT5G64470,1989.0
AT5G65720,2014.0
AT1G69410,1705.0
AT4G22940,1975.5
AT5G67480,2663.0
AT5G35630,2706.0
AT5G67350,1430.0
AT1G32890,4879.0
AT5G46010,730.0
AT2G25590,2870.0
AT4G39380,3723.0
AT4G04570,3049.0
AT4G39100,2696.0
AT1G52670,2681.0
AT3G20160,1148.0
AT3G26790,2385.0
AT3G42179,489.0
AT4G13770,2001.0
AT2G07714,836.0
AT5G17330,4166.0
AT1G11750,2387.0
AT3G50780,2346.0
AT5G65207,518.0
AT4G38130,3216.0
AT1G61415,1241.5
AT1G67830,1543.0
AT5G13090,1362.0
AT4G30520,3505.0
AT4G30067,524.0
AT5G07590,2708.5
AT1G54575,777.5
AT1G80410,7552.0
AT3G50360,1625.0
AT4G04316,3228.0
AT3G33124,5038.0
AT2G47560,1012.0
AT5G13181,685.5
AT1G41825,3213.0
AT1G47845,2165.0
AT1G35910,2211.0
AT1G52580,1450.0
AT4G18460,1102.0
AT1G31270,855.0
AT4G27040,2578.0
AT1G75680,2584.0
AT5G41700,1686.0
AT2G15970,1247.0
AT5G41790,6206.5
AT2G14430,5112.0
AT5G44190,2622.5
AT3G52750,3260.5
AT2G43940,2091.0
AT1G10030,2201.0
AT3G14380,1517.0
AT2G19240,3604.5
AT3G44425,2655.0
AT1G42615,850.0
AT2G05380,1232.0
AT1G57943,1364.5
AT5G54340,735.0
AT5G09920,1655.0
AT2G23096,1544.0
AT2G18280,2459.5
AT2G03980,2642.0
AT4G11050,4303.0
AT3G53340,1961.0
AT1G48900,3159.0
AT1G05550,1600.0
AT2G23930,1055.0
AT3G52780,2980.0
AT4G03728,735.0
AT3G53470,844.0
AT4G06631,739.0
AT4G31080,2629.5
AT3G02460,3053.0
AT1G33520,2072.0
AT5G38170,444.0
AT4G34460,2371.0
AT3G26890,4557.0
AT3G21320,3077.0
AT5G04400,859.0
AT4G26290,228.0
AT2G30690,3116.0
AT5G54480,2163.0
AT5G38080,931.0
AT3G42258,2257.0
AT5G32621,2369.0
AT3G44760,1057.0
AT2G07650,2769.0
AT5G15600,973.0
AT1G59610,7945.0
AT4G21720,2228.0
AT1G50020,1836.0
AT3G30725,562.0
AT1G51790,5261.0
AT3G56660,2212.0
AT2G07693,1421.0
AT2G47090,3091.0
AT1G04820,2464.0
AT1G06660,3109.0
AT1G61105,908.0
AT1G20280,758.0
AT2G06166,652.0
AT4G22070,3387.5
AT5G62800,1319.5
AT4G13790,857.0
AT1G02965,1154.0
AT2G27290,1615.0
AT4G00820,2526.0
AT1G75240,1785.0
AT5G37150,3233.0
AT3G46440,3053.0
AT3G24150,1890.0
AT1G13380,1508.0
AT2G18260,1453.0
AT5G28840,2831.0
AT5G32518,3078.0
AT1G52325,626.0
AT1G13260,1803.0
AT4G13550,5821.0
AT5G22080,3451.5
AT3G50920,1469.0
AT1G74875,1276.0
AT1G06137,416.0
AT4G35685,1006.0
AT5G28627,1213.0
AT2G22860,802.0
AT1G51290,1134.0
AT2G21727,514.0
AT4G20780,981.0
AT2G15420,4236.0
AT1G42530,2307.0
AT1G40124,1740.0
AT3G02515,886.0
AT2G42770,1807.0
AT3G43083,1558.0
AT4G26090,3535.0
AT1G11500,1024.0
AT5G23400,2363.0
AT3G19270,2478.0
AT1G72175,1817.5
AT2G03530,2070.0
AT5G18404,444.0
AT1G23660,1237.0
AT2G27420,1521.0
AT1G06500,1236.0
AT1G80480,2728.0
AT2G06470,4836.0
AT1G20925,2608.0
AT2G40960,2185.0
AT5G55560,1664.0
AT1G24050,1942.0
AT3G59520,1438.0
AT4G14770,3949.0
AT1G62270,1152.0
AT2G01070,2346.0
AT4G08106,518.0
AT1G74580,3162.0
AT2G04865,3397.5
AT5G27770,1545.0
AT5G57569,373.0
AT5G05987,2154.0
AT5G37970,1347.0
AT2G06290,8772.0
AT2G35990,2822.0
AT2G13160,2176.0
AT5G03910,3095.0
AT1G51670,2359.5
AT3G22400,4624.0
AT1G52510,2997.5
AT3G30730,696.5
AT4G07355,1871.0
AT5G63905,827.0
AT5G55893,1762.0
AT4G22990,3732.0
AT1G01120,2052.0
AT3G22990,2410.0
AT2G39170,1752.0
AT4G37235,2043.0
AT2G03970,870.0
AT5G42000,1548.5
AT1G39430,474.0
AT5G01810,2664.0
AT4G04740,5760.0
AT1G47480,1951.0
AT2G36480,4943.0
AT1G19030,1754.0
AT3G15060,1437.0
AT4G09120,1122.0
AT2G38710,3015.0
AT3G01130,1680.0
AT3G48620,1839.0
AT5G13620,1002.0
AT3G05660,3307.0
AT2G22000,1091.0
AT3G43523,2251.0
AT2G30790,1263.0
AT2G25670,2505.0
AT3G43153,813.0
AT1G14460,4647.0
AT1G52040,2478.0
AT4G19095,633.0
AT4G16850,1920.0
AT1G62010,1665.0
AT5G64905,519.0
AT3G16040,872.0
AT3G43573,4701.0
AT2G13530,1056.0
AT5G13580,2510.0
ATCG00490,1440.0
AT3G31330,367.0
AT1G26540,3405.0
AT3G30685,1837.0
AT3G21730,1682.5
AT2G18450,3482.0
AT5G41761,1028.0
AT5G54940,1359.0
AT3G60000,2018.5
AT4G04600,4074.0
AT2G40250,2035.0
AT3G58630,2484.5
AT4G20960,2453.0
AT3G29205,4902.0
AT3G61030,5199.0
AT1G01260,2709.0
AT4G26790,1793.0
AT1G21940,1806.0
AT1G13090,1732.0
AT1G65590,5657.0
AT1G11608,1240.0
AT1G19025,2266.0
AT2G29260,1898.0
AT1G07350,2754.5
AT4G05270,390.0
AT2G19825,606.0
AT1G55270,1998.5
AT2G29995,2939.0
AT1G66930,2798.0
AT3G11920,2577.0
AT2G20890,1833.0
AT1G56700,1716.0
AT1G02960,3113.0
AT2G14980,3447.0
AT5G04160,2274.0
AT2G47600,3464.0
AT2G07981,2731.0
AT2G38390,1993.0
AT3G23165,411.0
AT4G06513,498.0
AT4G39490,1840.0
AT3G57540,1834.0
AT1G52280,1772.0
AT1G69700,1681.0
AT1G35647,4759.0
AT1G04160,10341.0
AT1G71500,1626.0
AT5G06040,910.0
AT4G08170,3950.0
AT1G63730,3363.0
AT4G25370,2279.0
AT5G63470,1350.0
AT1G62520,1147.0
AT5G37690,2877.0
AT1G06135,559.0
AT3G13175,740.0
AT1G22810,807.0
AT1G65845,913.0
AT5G50840,3138.0
AT4G35570,1181.5
AT2G33480,1411.0
AT1G15690,3669.0
AT5G24930,1493.0
AT2G18830,198.0
AT1G55030,1543.5
AT4G16160,1435.0
AT2G03140,9610.0
AT5G55740,2739.0
AT3G10840,3384.0
AT1G12480,2033.0
AT3G26500,2189.0
AT4G12190,216.0
AT2G37025,2896.0
AT1G43205,414.0
AT5G24430,4360.0
AT1G38240,1290.0
AT4G07525,1450.0
AT5G01445,761.0
AT3G29635,1560.0
AT3G32023,1137.0
AT4G21150,5396.0
ATCG00520,555.0
AT5G35260,1334.0
AT5G11440,1489.0
AT1G28323,3331.0
AT2G16880,2526.0
AT4G18375,3013.0
AT5G34266,954.0
AT3G29650,3616.0
AT2G17300,1128.0
AT3G55252,595.0
AT3G30370,540.0
AT4G04880,2367.0
AT4G05595,1931.0
AT1G18400,2459.0
AT4G04090,671.0
AT1G72230,1323.0
AT5G52270,1078.5
AT3G52550,889.0
AT3G50520,1721.0
AT1G53330,2216.5
AT5G23310,2091.0
AT3G12390,1553.0
AT1G24200,1205.0
AT4G16070,4295.0
AT3G42240,964.0
AT1G61000,3360.0
AT1G65470,4545.5
AT2G31740,4374.0
AT3G11591,443.0
ATCG00380,606.0
AT2G11778,168.0
AT4G11890,1738.0
AT2G33990,2257.0
AT3G22333,612.0
AT3G55400,3492.0
AT4G04390,4400.0
AT3G05810,1563.5
AT5G51570,2222.0
AT5G55070,3787.5
AT1G11655,633.0
AT3G05410,1033.0
AT2G18320,1365.0
AT5G31752,1877.0
AT3G45020,1065.0
AT5G65520,876.0
AT3G13845,1381.5
AT1G33820,1014.0
AT1G73040,903.0
AT1G07460,960.0
AT2G30960,1243.0
AT5G03590,1730.0
AT5G03150,3608.0
AT2G02780,3249.0
AT4G19600,4165.0
AT1G02530,4999.0
AT5G40230,2246.0
AT4G22340,3448.0
AT3G42780,531.0
AT3G47430,1280.0
AT1G21330,981.0
AT4G02800,1897.0
AT4G24975,439.0
AT3G49570,744.0
AT5G48060,3771.0
AT3G43433,1121.0
AT4G38240,3756.0
AT2G19365,1307.0
AT3G59050,2814.0
AT1G64390,4213.0
AT2G12960,791.0
AT3G11825,599.0
AT3G25510,5118.0
AT4G27030,1258.0
AT5G26980,2960.0
AT2G32660,2477.0
AT5G35720,1215.0
AT5G48160,2574.0
AT1G21160,5365.0
AT3G19240,2978.0
AT5G18210,1064.5
AT1G71440,3372.0
AT4G36750,2015.0
AT5G04180,1637.0
AT3G27325,7335.0
AT1G76060,751.0
AT4G06574,3663.0
AT4G06646,1110.0
AT1G23980,1300.0
AT1G12770,2779.0
AT3G57650,3811.0
AT5G67590,1643.0
AT3G43835,5250.0
AT1G04830,3146.0
AT5G15860,3195.5
AT3G09020,1315.0
AT5G25960,2101.0
AT1G31163,1508.0
AT5G62550,2438.0
AT1G77860,2067.5
AT3G09930,2212.5
AT4G20190,1357.0
AT5G20080,4337.0
AT3G52130,587.0
AT4G09080,1967.0
AT3G25200,1337.0
AT3G33555,823.0
AT5G28526,6467.0
AT4G11970,3071.0
AT4G30600,3230.5
AT1G68500,1009.0
AT1G48330,899.0
AT4G37490,2423.0
AT1G77800,6824.0
AT5G55390,6852.0
AT2G24470,795.0
AT3G43152,2550.0
AT5G40350,1951.0
AT1G52565,1139.0
AT2G07190,1579.0
AT1G17145,2719.0
AT4G34510,2071.0
AT5G51600,3759.0
AT4G17220,2925.0
AT1G32540,2565.0
AT5G47640,1046.0
AT3G15351,1657.0
AT4G15400,1677.0
AT1G54770,1653.0
AT4G24180,1640.5
AT2G06180,3132.0
AT2G21170,2596.0
AT4G27180,4235.5
AT5G52380,1799.0
AT1G73350,1907.0
AT1G36756,486.0
AT4G02080,1313.0
AT3G02860,2267.0
AT3G14040,2084.0
AT3G32880,1512.0
AT3G54500,3279.0
AT1G71015,1268.5
AT1G49970,3085.0
AT5G54710,3057.0
AT2G19870,2218.0
AT1G43060,14623.0
AT2G25660,12233.0
AT1G79310,1890.0
AT5G49400,1632.0
AT1G67040,3519.0
AT5G35370,2839.0
AT1G51820,4701.5
AT1G72290,1071.0
AT4G34440,3224.5
AT4G09410,2564.0
AT4G19460,1875.0
AT2G18690,1691.0
AT4G03590,2171.0
AT5G21080,5386.0
AT5G55710,1013.0
AT5G39095,4434.0
AT1G73930,2966.0
AT5G49820,3232.0
AT3G58740,3018.0
AT5G59930,2384.5
AT1G10400,1652.0
AT2G16220,1224.0
AT5G55132,643.0
AT5G29022,3711.0
AT5G53970,2339.0
AT3G13860,3819.0
AT5G09650,2065.0
AT2G37570,2120.5
AT5G66970,681.0
AT5G46870,2015.0
AT3G24060,444.0
AT5G48530,2041.0
AT2G47760,2905.0
AT3G44096,3799.0
AT5G23170,1461.0
AT1G45190,654.0
AT3G02630,2841.0
AT1G70350,1317.0
AT5G54067,545.0
AT4G19690,1227.0
AT3G61450,1567.5
AT4G27745,1648.0
AT1G04000,1267.0
AT4G34720,1543.0
AT1G19910,1564.5
AT1G22600,2077.0
AT1G27520,3924.0
AT1G68100,2939.5
AT3G23637,162.0
AT4G23940,4923.0
AT3G11340,1808.0
AT1G27780,5940.0
AT1G17510,806.0
AT1G61540,1209.0
AT3G02245,961.0
AT3G47670,1096.0
AT1G80640,2817.0
AT4G20280,1537.0
AT5G13490,2279.5
AT5G45280,4131.5
AT3G56340,1472.0
AT1G16080,1766.0
AT3G51410,1814.0
AT1G19100,6473.0
AT4G38510,4319.0
AT5G24340,3223.0
AT3G60290,2284.0
AT5G28671,1181.0
AT4G30680,1635.0
AT1G12560,1465.0
AT2G40700,3015.0
AT5G58005,1033.5
AT4G33300,5054.5
AT1G74050,1971.0
AT2G32820,1163.0
AT3G62350,687.0
AT4G04632,464.0
AT5G28067,1134.0
AT1G03020,673.0
AT3G27040,1623.0
AT2G11570,953.0
AT3G22820,921.0
AT1G18440,1931.0
AT1G60270,2712.5
AT3G05230,2277.5
AT4G08250,1452.0
AT1G17550,3059.5
AT3G52590,1554.0
AT1G37095,603.0
AT1G80240,1753.0
AT3G10439,99.0
AT4G25760,928.0
AT4G27140,703.0
AT3G52000,1872.0
AT2G12390,4466.0
AT2G14990,5126.0
AT3G16480,3318.0
AT4G15755,870.0
AT1G24560,3519.0
AT4G36530,2165.5
AT2G27520,1083.0
AT5G28655,508.0
AT5G41860,768.0
AT5G67370,2368.0
AT1G48740,2683.5
AT5G17410,6106.5
AT3G22880,3018.5
AT5G06530,5091.0
AT1G27740,1615.0
AT5G01290,4273.0
AT2G10000,2722.0
AT3G56160,4291.0
AT5G37450,4429.5
AT5G35475,1075.0
AT5G17550,1860.5
AT1G67660,1811.0
AT5G17530,4395.0
AT5G49960,4097.0
AT3G62900,7147.0
AT2G06700,654.0
AT3G03760,1278.0
AT1G49760,3623.5
AT1G04580,5889.0
AT4G17530,2129.0
AT5G24215,1560.0
AT5G09460,3102.0
AT5G52020,1108.0
AT1G66090,2731.0
AT1G53360,1201.0
AT3G24340,3895.0
AT1G78570,2899.0
AT1G21370,1885.5
AT2G26080,5289.0
AT1G18975,3292.0
AT3G53040,1869.0
AT2G46170,1810.0
AT4G35820,1209.0
AT2G22050,1179.0
AT4G40100,1281.0
AT4G28890,1723.0
AT5G59120,3412.0
AT5G58940,3509.0
AT3G22370,2226.0
AT3G23670,6138.5
AT1G65660,3291.0
AT1G14680,1214.0
AT4G29033,461.0
AT2G21990,1347.0
AT1G02310,2576.5
AT5G64450,813.0
AT4G10160,1560.0
AT1G44010,943.0
AT4G34350,2738.0
AT4G28200,3010.0
AT1G62920,2062.0
AT1G13890,1570.5
AT4G05634,2665.0
AT1G47810,1056.0
AT2G41210,3493.0
AT2G39360,3207.0
AT5G17420,4871.0
AT2G13090,2706.0
AT1G40070,2206.0
AT4G25210,1606.0
AT1G65720,1422.0
AT5G13440,2301.0
AT1G67950,1793.5
AT3G20935,1835.0
AT4G28680,3659.0
AT1G71820,7516.5
AT3G47840,2192.0
AT5G54640,1206.0
AT5G40420,1444.0
AT1G52660,1468.5
AT2G28040,1676.5
AT3G20395,1966.0
AT1G65170,1504.0
AT3G19230,2759.0
AT3G43432,308.0
AT4G20030,1107.0
AT5G63140,1764.0
AT1G68660,1355.0
AT2G39890,2836.0
AT3G21220,2369.0
AT5G62980,1260.0
AT5G53010,6877.5
AT3G13010,1977.0
AT5G07580,624.0
AT5G06960,2974.0
AT3G03826,306.0
AT3G07120,1264.0
AT2G32020,950.0
AT5G56410,1824.0
AT3G24050,1988.0
AT5G58370,3180.0
AT1G20970,6021.0
AT5G44380,2813.5
AT5G08380,3080.5
AT3G26780,1916.0
AT2G04170,2286.0
AT2G26710,3359.0
AT3G28193,129.0
AT2G07835,742.0
AT1G14650,4116.0
AT2G29570,1848.0
AT2G27500,1755.0
AT3G55180,2098.0
AT4G28510,2259.0
AT4G33660,1455.0
AT5G66840,2557.5
AT2G35345,467.0
AT2G23700,3958.0
AT1G65890,2222.0
AT4G15960,1840.0
AT4G03420,2476.0
AT5G48320,3076.0
AT1G52940,7324.0
AT2G06750,1762.0
AT4G07733,5202.0
AT5G52900,1539.0
AT2G13950,1714.0
AT4G01450,2306.0
AT5G54930,1832.5
AT2G01650,1933.0
AT4G31970,2214.0
AT1G20110,3707.0
AT5G35338,989.0
AT3G43126,3741.0
AT1G08920,3398.0
AT3G32029,1533.0
AT1G18020,2000.0
AT2G13720,1242.0
AT1G51745,3354.0
AT4G19720,1843.0
AT2G20495,2078.0
AT1G29030,4964.5
AT3G43688,5128.0
AT1G37275,532.0
AT1G74045,829.0
AT2G34040,4897.0
AT5G64670,1827.0
AT4G18840,3258.0
AT5G61690,4287.0
AT1G68730,860.0
AT3G21890,1101.0
AT1G31790,1329.0
AT3G30465,5059.0
AT3G32914,5879.0
AT5G14820,2082.0
AT3G10110,1562.0
AT2G15990,403.0
AT3G02440,1797.0
AT4G37445,851.0
AT5G22470,4088.0
AT3G02270,2031.0
AT3G17155,654.0
AT3G33005,2531.0
AT1G33612,2138.0
AT3G05550,1338.0
AT5G48270,1547.0
AT1G05970,1374.5
AT1G32790,2956.0
AT2G44920,2487.0
AT2G13350,1732.0
AT2G25450,1802.0
AT1G21100,1751.0
AT1G34360,3448.0
AT5G27600,4533.0
AT2G05880,1255.0
AT1G06950,5651.0
AT5G61090,3289.5
AT2G11060,3190.0
AT2G27450,2257.0
AT3G42431,7224.0
AT3G29153,4501.0
AT5G27925,4422.0
AT3G11540,5960.0
AT3G13620,1909.0
AT1G55805,874.0
AT5G67460,1636.5
AT5G29635,1625.0
AT1G67820,1781.5
AT3G18910,1493.0
AT1G64640,1140.0
AT5G21040,2332.0
AT2G06340,1564.0
AT1G53040,3137.0
AT5G40740,4634.0
AT3G60300,2330.0
AT1G50140,9240.0
AT3G45680,2298.0
AT1G13350,4214.0
AT1G51550,2351.0
AT1G78490,3809.0
AT2G17460,1057.0
AT4G07742,1806.0
AT2G19850,1289.5
AT1G04510,4359.0
AT2G30300,2031.0
AT3G04130,2575.0
AT4G01060,614.0
AT5G06020,456.0
AT3G25740,2017.5
AT4G12460,5278.0
AT5G20120,1907.5
AT2G18410,2093.0
AT3G30500,1011.0
AT1G77590,4172.5
AT4G33530,4398.0
AT2G21040,1154.0
AT2G24060,2507.0
AT3G18020,2076.0
AT3G19860,2451.0
AT5G62770,1365.0
AT3G56400,1913.0
AT1G07770,1451.0
AT2G38360,1279.0
AT5G42330,973.0
AT1G56220,1806.0
AT1G78960,4941.0
AT2G18890,3205.0
AT3G27020,3461.0
AT1G56240,1479.0
AT1G56530,1652.0
AT1G55630,1947.0
AT5G55500,2507.0
AT5G50750,1796.0
AT5G64430,2261.0
AT1G24260,2523.0
AT5G24370,576.0
AT4G30110,4847.5
AT4G34220,2996.0
AT5G06080,797.0
AT5G58860,2321.0
AT1G57580,1174.0
AT1G30780,2643.0
AT2G36295,887.0
AT3G63360,514.0
AT3G42520,527.0
AT5G11060,3909.0
AT5G17540,1743.0
AT5G19630,2085.0
AT3G31365,3843.0
AT3G49970,2465.0
AT1G15340,2133.5
AT2G47770,1044.0
AT3G20700,981.0
AT4G09140,4125.0
AT2G06100,2232.0
AT2G03870,1381.5
AT5G67130,2584.0
AT1G76465,383.0
AT1G63070,1844.0
AT4G29900,8576.0
AT1G26180,2269.0
AT2G36130,1778.0
AT1G23740,1722.0
AT5G13210,2954.0
AT1G31470,2046.0
AT5G54010,1633.0
