Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUSG00000075229	Ensembl Gene Model	MGI:2146423	Mix23	mitochondrial matrix import factor 23	protein coding gene
ENSMUSG00000073755	Ensembl Gene Model	MGI:3609248	5730409E04Rik	RIKEN cDNA 5730409E04Rik gene	protein coding gene
ENSMUSG00000115903	Ensembl Gene Model	MGI:5010036	Gm17851	predicted gene, 17851	pseudogene
ENSMUSG00000018169	Ensembl Gene Model	MGI:1095404	Mfng	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	protein coding gene
ENSMUSG00000048163	Ensembl Gene Model	MGI:106689	Selplg	selectin, platelet (p-selectin) ligand	protein coding gene
ENSMUSG00000001366	Ensembl Gene Model	MGI:1918788	Fbxo9	f-box protein 9	protein coding gene
ENSMUSG00000037086	Ensembl Gene Model	MGI:1916050	Prr32	proline rich 32	protein coding gene
ENSMUSG00000056459	Ensembl Gene Model	MGI:99197	Zbtb25	zinc finger and BTB domain containing 25	protein coding gene
ENSMUSG00000031865	Ensembl Gene Model	MGI:107745	Dctn1	dynactin 1	protein coding gene
ENSMUSG00000032386	Ensembl Gene Model	MGI:1928469	Trip4	thyroid hormone receptor interactor 4	protein coding gene
ENSMUSG00000092549	Ensembl Gene Model	MGI:5141956	Gm20491	predicted gene 20491	pseudogene
ENSMUSG00000085718	Ensembl Gene Model	MGI:3650675	Rpl9-ps3	ribosomal protein L9, pseudogene 3	pseudogene
ENSMUSG00000099371	Ensembl Gene Model	MGI:5434204	Gm20848	predicted gene, 20848	pseudogene
ENSMUSG00000082833	Ensembl Gene Model	MGI:3651381	Gm12982	predicted gene 12982	pseudogene
ENSMUSG00000034612	Ensembl Gene Model	MGI:1927166	Chst11	carbohydrate sulfotransferase 11	protein coding gene
ENSMUSG00000059273	Ensembl Gene Model	MGI:2682314	Zc3h4	zinc finger CCCH-type containing 4	protein coding gene
ENSMUSG00000079845	Ensembl Gene Model	MGI:3574098	Xlr4a	X-linked lymphocyte-regulated 4A	protein coding gene
ENSMUSG00000105129	Ensembl Gene Model	MGI:5011751	Gm19566	predicted gene, 19566	pseudogene
ENSMUSG00000099530	Ensembl Gene Model	MGI:5580350	Gm29644	predicted gene 29644	protein coding gene
ENSMUSG00000121521		No associated gene			
ENSMUSG00000030711	Ensembl Gene Model	MGI:102896	Sult1a1	sulfotransferase family 1A, phenol-preferring, member 1	protein coding gene
ENSMUSG00000054320	Ensembl Gene Model	MGI:2448585	Lrrc36	leucine rich repeat containing 36	protein coding gene
ENSMUSG00000078937	Ensembl Gene Model	MGI:1098297	Cpt1b	carnitine palmitoyltransferase 1b, muscle	protein coding gene
ENSMUSG00000084314	Ensembl Gene Model	MGI:3650886	Rps15a-ps3	ribosomal protein S15A, pseudogene 3	pseudogene
ENSMUSG00000037652	Ensembl Gene Model	MGI:2181434	Phc3	polyhomeotic 3	protein coding gene
ENSMUSG00000028926	Ensembl Gene Model	MGI:894318	Cdk14	cyclin dependent kinase 14	protein coding gene
ENSMUSG00000076906	Ensembl Gene Model	MGI:4439745	Traj23	T cell receptor alpha joining 23	gene segment
ENSMUSG00000082507	Ensembl Gene Model	MGI:3643021	Gm9378	predicted gene 9378	pseudogene
ENSMUSG00000038530	Ensembl Gene Model	MGI:108409	Rgs4	regulator of G-protein signaling 4	protein coding gene
ENSMUSG00000113297	Ensembl Gene Model	MGI:5010315	Rpl17-ps6	ribosomal protein L17, pseudogene 6	pseudogene
ENSMUSG00000101097	Ensembl Gene Model	MGI:3648541	Gm6679	predicted gene 6679	pseudogene
ENSMUSG00000099560	Ensembl Gene Model	MGI:2685506	Mrgprx3-ps	MAS-related GPR, member X3, pseudogene	pseudogene
ENSMUSG00000020803	Ensembl Gene Model	MGI:1289248	Txndc17	thioredoxin domain containing 17	protein coding gene
ENSMUSG00000031207	Ensembl Gene Model	MGI:97167	Msn	moesin	protein coding gene
ENSMUSG00000103930	Ensembl Gene Model	MGI:5610189	Gm36961	predicted gene, 36961	pseudogene
ENSMUSG00000029030	Ensembl Gene Model	MGI:1915058	Tprg1l	transformation related protein 63 regulated 1 like	protein coding gene
ENSMUSG00000043542	Ensembl Gene Model	MGI:1914556	Zc2hc1a	zinc finger, C2HC-type containing 1A	protein coding gene
ENSMUSG00000095339	Ensembl Gene Model	MGI:3645447	Zscan4b	zinc finger and SCAN domain containing 4B	protein coding gene
ENSMUSG00000080822	Ensembl Gene Model	MGI:3705802	Gm14694	predicted gene 14694	pseudogene
ENSMUSG00000026942	Ensembl Gene Model	MGI:101835	Traf2	TNF receptor-associated factor 2	protein coding gene
ENSMUSG00000037126	Ensembl Gene Model	MGI:1920978	Psd	pleckstrin and Sec7 domain containing	protein coding gene
ENSMUSG00000092172	Ensembl Gene Model	MGI:5141988	Gm20523	predicted gene 20523	pseudogene
ENSMUSG00000059058	old symbol	MGI:3705453	Tma7-ps	translational machinery associated 7 homolog (S. cerevisiae), pseudogene	pseudogene
ENSMUSG00000059058	Ensembl Gene Model	MGI:3705453	Tma7-ps	translational machinery associated 7 homolog (S. cerevisiae), pseudogene	pseudogene
ENSMUSG00000109058	Ensembl Gene Model	MGI:3030539	Or2ag1	olfactory receptor family 2 subfamily AG member 1	protein coding gene
ENSMUSG00000092116	Ensembl Gene Model	MGI:3642323	Gm10320	predicted pseudogene 10320	protein coding gene
ENSMUSG00000055302	Ensembl Gene Model	MGI:1914818	Mrfap1	Morf4 family associated protein 1	protein coding gene
ENSMUSG00000110788	Ensembl Gene Model	MGI:5592859	Gm33700	predicted gene, 33700	pseudogene
ENSMUSG00000094932	Ensembl Gene Model	MGI:3780177	Gm2007	predicted gene 2007	protein coding gene
ENSMUSG00000036769	Ensembl Gene Model	MGI:1919654	Wdr44	WD repeat domain 44	protein coding gene
ENSMUSG00000046731	Ensembl Gene Model	MGI:2448712	Kctd11	potassium channel tetramerisation domain containing 11	protein coding gene
ENSMUSG00000118501	Ensembl Gene Model	MGI:6388943	Gm53048	predicted gene, 53048	pseudogene
ENSMUSG00000056836	Ensembl Gene Model	MGI:3643618	Pin4-ps	peptidylprolyl cis/trans isomerase, NIMA-interacting 4, pseudogene	pseudogene
ENSMUSG00000091076	Ensembl Gene Model	MGI:3647235	Vmn2r115	vomeronasal 2, receptor 115	protein coding gene
ENSMUSG00000082978	Ensembl Gene Model	MGI:3649246	Rpsa-ps11	ribosomal protein SA, pseudogene 11	pseudogene
ENSMUSG00000110036	Ensembl Gene Model	MGI:3647931	Gm6303	predicted gene 6303	pseudogene
ENSMUSG00000115435	Ensembl Gene Model	MGI:5010260	Gm18075	predicted gene, 18075	pseudogene
ENSMUSG00000100086	Ensembl Gene Model	MGI:5434626	Gm21271	predicted gene, 21271	pseudogene
ENSMUSG00000044014	Ensembl Gene Model	MGI:108082	Npy5r	neuropeptide Y receptor Y5	protein coding gene
ENSMUSG00000066191	Ensembl Gene Model	MGI:1922941	Anks6	ankyrin repeat and sterile alpha motif domain containing 6	protein coding gene
ENSMUSG00000073565	Ensembl Gene Model	MGI:1918623	Prr16	proline rich 16	protein coding gene
ENSMUSG00000043223	Ensembl Gene Model	MGI:3648263	Gm4835	predicted pseudogene 4835	pseudogene
ENSMUSG00000031021	Ensembl Gene Model	MGI:1915254	Tmem9b	TMEM9 domain family, member B	protein coding gene
ENSMUSG00000031667	Ensembl Gene Model	MGI:3693832	Aktip	AKT interacting protein	protein coding gene
ENSMUSG00000108554	Ensembl Gene Model	MGI:5753400	Gm44824	predicted gene 44824	pseudogene
ENSMUSG00000022805	Ensembl Gene Model	MGI:2443598	Cfap91	cilia and flagella associated protein 91	protein coding gene
ENSMUSG00000091842	Ensembl Gene Model	MGI:3704483	Gm16490	predicted gene 16490	pseudogene
ENSMUSG00000026447	Ensembl Gene Model	MGI:2685045	Pik3c2b	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta	protein coding gene
ENSMUSG00000084345	Ensembl Gene Model	MGI:3651043	Rpl17-ps4	ribosomal protein L17, pseudogene 4	pseudogene
ENSMUSG00000104787	Ensembl Gene Model	MGI:5011333	Gm19148	predicted gene, 19148	pseudogene
ENSMUSG00000020913	Ensembl Gene Model	MGI:1922956	Krt24	keratin 24	protein coding gene
ENSMUSG00000022483	Ensembl Gene Model	MGI:88452	Col2a1	collagen, type II, alpha 1	protein coding gene
ENSMUSG00000003955	Ensembl Gene Model	MGI:1917436	Fam162a	family with sequence similarity 162, member A	protein coding gene
ENSMUSG00000038997	Ensembl Gene Model	MGI:1914022	Asb17	ankyrin repeat and SOCS box-containing 17	protein coding gene
ENSMUSG00000041991	Ensembl Gene Model	MGI:3046938	Hrnr	hornerin	protein coding gene
ENSMUSG00000114012	Ensembl Gene Model	MGI:5011159	Gm18974	predicted gene, 18974	pseudogene
ENSMUSG00000042817	Ensembl Gene Model	MGI:95559	Flt3	FMS-like tyrosine kinase 3	protein coding gene
ENSMUSG00000113367	Ensembl Gene Model	MGI:6095875	Gm47125	predicted gene, 47125	pseudogene
ENSMUSG00000050534	Ensembl Gene Model	MGI:96284	Htr5b	5-hydroxytryptamine (serotonin) receptor 5B	protein coding gene
ENSMUSG00000098067	Ensembl Gene Model	MGI:5504058	Gm26943	predicted gene, 26943	pseudogene
ENSMUSG00000060187	Ensembl Gene Model	MGI:2448063	Lrrc10	leucine rich repeat containing 10	protein coding gene
ENSMUSG00000081813	Ensembl Gene Model	MGI:3651080	Gm12806	predicted gene 12806	pseudogene
ENSMUSG00000027456	Ensembl Gene Model	MGI:2385156	Sdcbp2	syndecan binding protein (syntenin) 2	protein coding gene
ENSMUSG00000110072	Ensembl Gene Model	MGI:5791163	Gm45327	predicted gene 45327	pseudogene
ENSMUSG00000078870	Ensembl Gene Model	MGI:3709158	Gm14410	predicted gene 14410	protein coding gene
ENSMUSG00000098137	Ensembl Gene Model	MGI:5439391	Gm21940	predicted gene, 21940	pseudogene
ENSMUSG00000032410	Ensembl Gene Model	MGI:891964	Xrn1	5'-3' exoribonuclease 1	protein coding gene
ENSMUSG00000038453	Ensembl Gene Model	MGI:1933179	Srcin1	SRC kinase signaling inhibitor 1	protein coding gene
ENSMUSG00000020120	Ensembl Gene Model	MGI:1860485	Plek	pleckstrin	protein coding gene
ENSMUSG00000055471	Ensembl Gene Model	MGI:103305	Alk	anaplastic lymphoma kinase	protein coding gene
ENSMUSG00000110648	Ensembl Gene Model	MGI:5621459	Gm38574	predicted gene, 38574	pseudogene
ENSMUSG00000114015	Ensembl Gene Model	MGI:6096356	Gm47417	predicted gene, 47417	pseudogene
ENSMUSG00000035277	Ensembl Gene Model	MGI:1097716	Arx	aristaless related homeobox	protein coding gene
ENSMUSG00000019837	Ensembl Gene Model	MGI:1914621	Gtf3c6	general transcription factor IIIC, polypeptide 6, alpha	protein coding gene
ENSMUSG00000107602	Ensembl Gene Model	MGI:5010876	Gm18691	predicted gene, 18691	pseudogene
ENSMUSG00000109806	Ensembl Gene Model	MGI:3030497	Or56b2j	olfactory receptor family 56 subfamily B member 2J	polymorphic pseudogene
ENSMUSG00000111411	Ensembl Gene Model	MGI:5592937	Gm33778	predicted gene, 33778	pseudogene
ENSMUSG00000103601	Ensembl Gene Model	MGI:5010335	Gm18150	predicted gene, 18150	pseudogene
ENSMUSG00000044365	Ensembl Gene Model	MGI:2442112	Cxxc4	CXXC finger 4	protein coding gene
ENSMUSG00000031665	Ensembl Gene Model	MGI:1889585	Sall1	spalt like transcription factor 1	protein coding gene
ENSMUSG00000081217	Ensembl Gene Model	MGI:3708116	Gm15268	predicted gene 15268	pseudogene
ENSMUSG00000046959	Ensembl Gene Model	MGI:2385894	Slc26a1	solute carrier family 26 (sulfate transporter), member 1	protein coding gene
ENSMUSG00000051747	Ensembl Gene Model	MGI:98864	Ttn	titin	protein coding gene
ENSMUSG00000043648	Ensembl Gene Model	MGI:2687283	Pld6	phospholipase D family member 6	protein coding gene
ENSMUSG00000048503	Ensembl Gene Model	MGI:2685030	Tlcd5	TLC domain containing 5	protein coding gene
ENSMUSG00000003868	Ensembl Gene Model	MGI:1342299	Ruvbl2	RuvB-like AAA ATPase 2	protein coding gene
ENSMUSG00000101918	Ensembl Gene Model	MGI:3031059	Or4c120	olfactory receptor family 4 subfamily C member 120	protein coding gene
ENSMUSG00000006777	Ensembl Gene Model	MGI:2148866	Krt23	keratin 23	protein coding gene
ENSMUSG00000026354	Ensembl Gene Model	MGI:104576	Lct	lactase	protein coding gene
ENSMUSG00000033313	Ensembl Gene Model	MGI:1354697	Fbxl8	F-box and leucine-rich repeat protein 8	protein coding gene
ENSMUSG00000107258	Ensembl Gene Model	MGI:3031235	Olfr1401-ps1	olfactory receptor 1401, pseudogene 1	pseudogene
ENSMUSG00000025129	Ensembl Gene Model	MGI:1915951	Ppp1r27	protein phosphatase 1, regulatory subunit 27	protein coding gene
ENSMUSG00000020919	Ensembl Gene Model	MGI:103035	Stat5b	signal transducer and activator of transcription 5B	protein coding gene
ENSMUSG00000113446	Ensembl Gene Model	MGI:6096415	Gm47455	predicted gene, 47455	pseudogene
ENSMUSG00000074434	Ensembl Gene Model	MGI:3646688	Defa28	defensin, alpha, 28	protein coding gene
ENSMUSG00000005251	Ensembl Gene Model	MGI:1919638	Ripk4	receptor-interacting serine-threonine kinase 4	protein coding gene
ENSMUSG00000091794	Ensembl Gene Model	MGI:3645314	Vmn2r18	vomeronasal 2, receptor 18	protein coding gene
ENSMUSG00000028859	Ensembl Gene Model	MGI:1339755	Csf3r	colony stimulating factor 3 receptor	protein coding gene
ENSMUSG00000020585	Ensembl Gene Model	MGI:108017	Laptm4a	lysosomal-associated protein transmembrane 4A	protein coding gene
ENSMUSG00000028716	Ensembl Gene Model	MGI:1914432	Pdzk1ip1	PDZK1 interacting protein 1	protein coding gene
ENSMUSG00000041377	Ensembl Gene Model	MGI:1352751	Ninj2	ninjurin 2	protein coding gene
ENSMUSG00000004328	Ensembl Gene Model	MGI:1859778	Hif3a	hypoxia inducible factor 3, alpha subunit	protein coding gene
ENSMUSG00000024083	Ensembl Gene Model	MGI:2159342	Pja2	praja ring finger ubiquitin ligase 2	protein coding gene
ENSMUSG00000035914	Ensembl Gene Model	MGI:2183926	Cd276	CD276 antigen	protein coding gene
ENSMUSG00000036281	Ensembl Gene Model	MGI:2443935	Snapc4	small nuclear RNA activating complex, polypeptide 4	protein coding gene
ENSMUSG00000046637	Ensembl Gene Model	MGI:2445205	Ttc34	tetratricopeptide repeat domain 34	protein coding gene
ENSMUSG00000021189	Ensembl Gene Model	MGI:1099442	Atxn3	ataxin 3	protein coding gene
ENSMUSG00000044860	Ensembl Gene Model	MGI:2685969	Gm1123	predicted gene 1123	protein coding gene
ENSMUSG00000022095	Ensembl Gene Model	MGI:3036290	Fhip2b	FHF complex subunit HOOK interacting protein 2B	protein coding gene
ENSMUSG00000083389	Ensembl Gene Model	MGI:3652286	Gm13681	predicted gene 13681	pseudogene
ENSMUSG00000054203	Ensembl Gene Model	MGI:101847	Ifi205	interferon activated gene 205	protein coding gene
ENSMUSG00000037151	Ensembl Gene Model	MGI:2387182	Lrrc20	leucine rich repeat containing 20	protein coding gene
ENSMUSG00000052270	Ensembl Gene Model	MGI:1278319	Fpr2	formyl peptide receptor 2	protein coding gene
ENSMUSG00000108032	Ensembl Gene Model	MGI:3030044	Or6g1-ps1	olfactory receptor family 6 subfamily G member 1, pseudogene 1	pseudogene
ENSMUSG00000079704	Ensembl Gene Model	MGI:3650385	Ssxb15	SSX member B15	protein coding gene
ENSMUSG00000055968	old symbol	MGI:3708787	Gm9988	predicted gene 9988	pseudogene
ENSMUSG00000055968	Ensembl Gene Model	MGI:3708787	Gm9988	predicted gene 9988	pseudogene
ENSMUSG00000078598	Ensembl Gene Model	MGI:3650151	Skint5	selection and upkeep of intraepithelial T cells 5	protein coding gene
ENSMUSG00000075330	Ensembl Gene Model	MGI:1915412	A930003A15Rik	RIKEN cDNA A930003A15 gene	protein coding gene
ENSMUSG00000117305	Ensembl Gene Model	MGI:6270688	Gm49963	predicted gene, 49963	pseudogene
ENSMUSG00000076578	Ensembl Gene Model	MGI:4439616	Igkv6-29	immunoglobulin kappa chain variable 6-29	gene segment
ENSMUSG00000022704	Ensembl Gene Model	MGI:1922194	Qtrt2	queuine tRNA-ribosyltransferase accessory subunit 2	protein coding gene
ENSMUSG00000032496	Ensembl Gene Model	MGI:96837	Ltf	lactotransferrin	protein coding gene
ENSMUSG00000111869	Ensembl Gene Model	MGI:3030176	Or1j14	olfactory receptor family 1 subfamily J member 14	protein coding gene
ENSMUSG00000048416	Ensembl Gene Model	MGI:1341819	Mlf1	myeloid leukemia factor 1	protein coding gene
ENSMUSG00000032308	Ensembl Gene Model	MGI:1918992	Ulk3	unc-51-like kinase 3	protein coding gene
ENSMUSG00000029580	Ensembl Gene Model	MGI:87904	Actb	actin, beta	protein coding gene
ENSMUSG00000070382	Ensembl Gene Model	MGI:3030225	Or1e31	olfactory receptor family 1 subfamily E member 31	protein coding gene
ENSMUSG00000114466	Ensembl Gene Model	MGI:5011401	Gm19216	predicted gene, 19216	pseudogene
ENSMUSG00000026790	Ensembl Gene Model	MGI:1098824	Odf2	outer dense fiber of sperm tails 2	protein coding gene
ENSMUSG00000116194	Ensembl Gene Model	MGI:6155075	Gm49434	predicted gene, 49434	pseudogene
ENSMUSG00000026113	Ensembl Gene Model	MGI:1931123	Inpp4a	inositol polyphosphate-4-phosphatase, type I	protein coding gene
ENSMUSG00000095387	Ensembl Gene Model	MGI:2685547	Trav6d-4	T cell receptor alpha variable 6D-4	gene segment
ENSMUSG00000117436	Ensembl Gene Model	MGI:3779884	Gm9474	predicted gene 9474	pseudogene
ENSMUSG00000040621	Ensembl Gene Model	MGI:2384300	Gemin8	gem nuclear organelle associated protein 8	protein coding gene
ENSMUSG00000002028	Ensembl Gene Model	MGI:96995	Kmt2a	lysine (K)-specific methyltransferase 2A	protein coding gene
ENSMUSG00000082517	Ensembl Gene Model	MGI:3644663	Gm5757	predicted gene 5757	pseudogene
ENSMUSG00000019326	Ensembl Gene Model	MGI:1306797	Aoc3	amine oxidase, copper containing 3	protein coding gene
ENSMUSG00000035107	Ensembl Gene Model	MGI:1920629	Dcbld2	discoidin, CUB and LCCL domain containing 2	protein coding gene
ENSMUSG00000048003	Ensembl Gene Model	MGI:3043288	Catsper4	cation channel, sperm associated 4	protein coding gene
ENSMUSG00000025083	Ensembl Gene Model	MGI:2147658	Afap1l2	actin filament associated protein 1-like 2	protein coding gene
ENSMUSG00000071816	Ensembl Gene Model	MGI:2446774	Ssxb5	SSX member B5	protein coding gene
ENSMUSG00000028799	Ensembl Gene Model	MGI:2652839	Zfp362	zinc finger protein 362	protein coding gene
ENSMUSG00000116356	Ensembl Gene Model	MGI:6155032	Gm49407	predicted gene, 49407	pseudogene
ENSMUSG00000040808	Ensembl Gene Model	MGI:104528	S100g	S100 calcium binding protein G	protein coding gene
ENSMUSG00000022890	Ensembl Gene Model	MGI:107777	Atp5pf	ATP synthase peripheral stalk subunit F6	protein coding gene
ENSMUSG00000026227	Ensembl Gene Model	MGI:1920042	2810459M11Rik	RIKEN cDNA 2810459M11 gene	protein coding gene
ENSMUSG00000036151	Ensembl Gene Model	MGI:1933210	Tm6sf2	transmembrane 6 superfamily member 2	protein coding gene
ENSMUSG00000062961	Ensembl Gene Model	MGI:2686414	Ccdc177	coiled-coil domain containing 177	protein coding gene
ENSMUSG00000029066	Ensembl Gene Model	MGI:2137221	Mrpl20	mitochondrial ribosomal protein L20	protein coding gene
ENSMUSG00000098074	Ensembl Gene Model	MGI:5504108	Gm26993	predicted gene, 26993	pseudogene
ENSMUSG00000036905	Ensembl Gene Model	MGI:88224	C1qb	complement component 1, q subcomponent, beta polypeptide	protein coding gene
ENSMUSG00000051481	Ensembl Gene Model	MGI:3650789	Krtap31-2	keratin associated protein 31-2	protein coding gene
ENSMUSG00000080972	Ensembl Gene Model	MGI:3801920	Gm16061	predicted gene 16061	pseudogene
ENSMUSG00000095492	Ensembl Gene Model	MGI:3650344	Gm14361	predicted gene 14361	pseudogene
ENSMUSG00000083718	Ensembl Gene Model	MGI:3779896	Ccnb2-ps	cyclin B2, pseudogene	pseudogene
ENSMUSG00000032688	Ensembl Gene Model	MGI:2445027	Malt1	MALT1 paracaspase	protein coding gene
ENSMUSG00000031012	Ensembl Gene Model	MGI:1309489	Cask	calcium/calmodulin dependent serine protein kinase	protein coding gene
ENSMUSG00000113489	Ensembl Gene Model	MGI:3648256	Ubl5b	ubiquitin-like 5B	protein coding gene
ENSMUSG00000104309	Ensembl Gene Model	MGI:3643624	Gm5846	predicted gene 5846	pseudogene
ENSMUSG00000089686	Ensembl Gene Model	MGI:3782005	Mnd1-ps	Mnd1 retrotransposed pseudogene	pseudogene
ENSMUSG00000084096	Ensembl Gene Model	MGI:4439317	Vmn1r-ps135	vomeronasal 1 receptor, pseudogene 135	pseudogene
ENSMUSG00000063171	Ensembl Gene Model	MGI:1913434	Rps4l	ribosomal protein S4-like	pseudogene
ENSMUSG00000071633	Ensembl Gene Model	MGI:3643569	Gm4952	predicted gene 4952	protein coding gene
ENSMUSG00000051627	Ensembl Gene Model	MGI:1931527	H1f4	H1.4 linker histone, cluster member	protein coding gene
